key,Name,Address,Price,Opened,Died
"Cafe Equilibrium_6549 Pardall Rd, Isla Vista",Cafe Equilibrium,"6549 Pardall Rd, Isla Vista",< $10,2012-01,NA
"Wurst_20 E. Cota St, Santa Barbara",Wurst,"20 E. Cota St, Santa Barbara",< $10,2012-01,2012-12
"Recipes Bakery_604 Santa Barbara St, Santa Barbara",Recipes Bakery,"604 Santa Barbara St, Santa Barbara",NA,2012-01,NA
"Boca De Rio_318 N. Milpas St, Santa Barbara",Boca De Rio,"318 N. Milpas St, Santa Barbara",< $10,2012-01,2015-07
"Petros - Santa Barbara_1316 State St, Santa Barbara",Petros - Santa Barbara,"1316 State St, Santa Barbara",$20+,2012-01,NA
"Bistro at the Bacara Resort_8301 Hollister Ave, Goleta",Bistro at the Bacara Resort,"8301 Hollister Ave, Goleta",$20+,2011-12,NA
The New Black BBQ_Mobile - see web site for locations,The New Black BBQ,Mobile - see web site for locations,< $10,2011-11,2013-01
"Handlebar Coffee - downtown_128 E. Canon Perdido St, Santa Barbara",Handlebar Coffee - downtown,"128 E. Canon Perdido St, Santa Barbara",NA,2011-11,NA
"Mimosa_714 State St, Santa Barbara",Mimosa,"714 State St, Santa Barbara",NA,2011-11,2012-10
"Montecito Wine Bistro_516 San Ysidro Rd, Montecito",Montecito Wine Bistro,"516 San Ysidro Rd, Montecito",$20+,2011-11,NA
"Backyard Bowls - La Cumbre_3849 State St, Santa Barbara",Backyard Bowls - La Cumbre,"3849 State St, Santa Barbara",< $10,2011-11,NA
"eBar_801 State St, Santa Barbara",eBar,"801 State St, Santa Barbara",NA,2011-11,NA
"Coffee Bean - Airport Downstairs_500 Fowler Rd, Santa Barbara",Coffee Bean - Airport Downstairs,"500 Fowler Rd, Santa Barbara",NA,2011-11,2014-12
"India Club_5701 Calle Real, Goleta",India Club,"5701 Calle Real, Goleta",$10 - $20,2011-10,2016-07
"South Coast Deli - Isla Vista_6521 Pardall Rd, Isla Vista",South Coast Deli - Isla Vista,"6521 Pardall Rd, Isla Vista",< $10,2011-10,NA
"Fat Mo's Burgers & Car Wash_6558 Pardall Rd, Isla Vista",Fat Mo's Burgers & Car Wash,"6558 Pardall Rd, Isla Vista",< $10,2011-10,2012-06
Subway - UCSB Ucen_At the UCen on the UCSB Campus,Subway - UCSB Ucen,At the UCen on the UCSB Campus,< $10,2011-09,NA
Root 217_At the UCen on the UCSB Campus,Root 217,At the UCen on the UCSB Campus,< $10,2011-09,NA
"Rudy's - Calle Real_5764 Calle Real, Goleta",Rudy's - Calle Real,"5764 Calle Real, Goleta",< $10,2011-09,2013-11
"Nutbelly Pizzeria & Deli_915 Linden Ave, Carpinteria",Nutbelly Pizzeria & Deli,"915 Linden Ave, Carpinteria",$10 - $20,2011-09,NA
"Scarlett Begonia_11 W. Victoria St, Santa Barbara",Scarlett Begonia,"11 W. Victoria St, Santa Barbara",$10 - $20,2011-09,NA
"Casa Blanca_330 State St, Santa Barbara",Casa Blanca,"330 State St, Santa Barbara",$10 - $20,2011-08,NA
"Taqueria El Tapatio_4835 Carpinteria Ave, Carpinteria",Taqueria El Tapatio,"4835 Carpinteria Ave, Carpinteria",< $10,2011-08,NA
"Costa Terraza - Airport Upstairs_500 Fowler Rd, Santa Barbara",Costa Terraza - Airport Upstairs,"500 Fowler Rd, Santa Barbara",NA,2011-08,NA
"Coffee Bean - Airport Upstairs_500 Fowler Rd, Santa Barbara",Coffee Bean - Airport Upstairs,"500 Fowler Rd, Santa Barbara",NA,2011-08,NA
"Chocolate Opulence_819-A State St, Santa Barbara",Chocolate Opulence,"819-A State St, Santa Barbara",NA,2011-08,2012-09
"Norton's Pastrami and Deli - Milpas_226 S. Milpas St, Santa Barbara",Norton's Pastrami and Deli - Milpas,"226 S. Milpas St, Santa Barbara",NA,2011-07,2014-11
"Sushi Ai_7020 Camino Real Marketplace, Goleta",Sushi Ai,"7020 Camino Real Marketplace, Goleta",$10 - $20,2011-07,NA
Sugar & Salt Creamery_Mobile - see web site for locations,Sugar & Salt Creamery,Mobile - see web site for locations,NA,2011-06,NA
"Italia Pizza & Pasta_149 N. Fairview Ave, Goleta",Italia Pizza & Pasta,"149 N. Fairview Ave, Goleta",$10 - $20,2011-06,2013-09
"El Taco Tequila Taqueria_14 E. Cota St, Santa Barbara",El Taco Tequila Taqueria,"14 E. Cota St, Santa Barbara",< $10,2011-06,2012-10
"Meat n' Potatoes_4444 Hollister Ave, Goleta",Meat n' Potatoes,"4444 Hollister Ave, Goleta",$10 - $20,2011-06,2013-01
"Padaro Beach Grill_3765 Santa Claus Ln, Carpinteria",Padaro Beach Grill,"3765 Santa Claus Ln, Carpinteria",< $10,2011-06,NA
Thai on a Truck_Mobile - see web site for locations,Thai on a Truck,Mobile - see web site for locations,< $10,2011-05,2011-11
Road Dogs_Mobile - see web site for locations,Road Dogs,Mobile - see web site for locations,< $10,2011-05,2013-01
Lickety Splits_Mobile - see web site for locations,Lickety Splits,Mobile - see web site for locations,< $10,2011-05,2012-04
"Don Roge_751 Linden Ave, Carpinteria",Don Roge,"751 Linden Ave, Carpinteria",< $10,2011-05,NA
"Adama_428 Chapala St, Santa Barbara",Adama,"428 Chapala St, Santa Barbara",$10 - $20,2011-05,2014-11
"Cafe Stella_3302 Mc Caw Ave, Santa Barbara",Cafe Stella,"3302 Mc Caw Ave, Santa Barbara",$10 - $20,2011-05,NA
"Chocolats du CaliBressan - SB_1114 State St, Santa Barbara",Chocolats du CaliBressan - SB,"1114 State St, Santa Barbara",NA,2011-05,NA
"Goodland Market and Kitchen_231 S. Magnolia Ave, Goleta",Goodland Market and Kitchen,"231 S. Magnolia Ave, Goleta",NA,2011-04,2019-11
"Whodelicious_811 State St, Santa Barbara",Whodelicious,"811 State St, Santa Barbara",NA,2011-04,2012-12
"Le Crepe Shoppe_15 W. Gutierrez St, Santa Barbara",Le Crepe Shoppe,"15 W. Gutierrez St, Santa Barbara",NA,2011-04,2012-08
O Street Truck_Mobile - see web site for locations,O Street Truck,Mobile - see web site for locations,< $10,2011-04,2013-01
Green and Tasty_Mobile - see web site for locations,Green and Tasty,Mobile - see web site for locations,< $10,2011-03,NA
"Pee Bee & Jay's_1007 Casitas Pass Rd, Carpinteria",Pee Bee & Jay's,"1007 Casitas Pass Rd, Carpinteria",< $10,2011-03,NA
"Alchemy Spa and Cafe_430 Chapala St, Santa Barbara",Alchemy Spa and Cafe,"430 Chapala St, Santa Barbara",$10 - $20,2011-03,2016-09
"Cadiz_509 State St, Santa Barbara",Cadiz,"509 State St, Santa Barbara",$20+,2011-03,2018-06
"Momma Donna’s_413 State St, Santa Barbara",Momma Donna’s,"413 State St, Santa Barbara",NA,2011-02,2011-12
Culture Shock_Mobile - see web site for locations,Culture Shock,Mobile - see web site for locations,< $10,2011-02,2013-12
"Crushcakes & Cafe - Carpinteria_4945 Carpinteria Ave, Carpinteria",Crushcakes & Cafe - Carpinteria,"4945 Carpinteria Ave, Carpinteria",< $10,2011-02,NA
"Tepeyac Taquitos_201 W Carrillo St, Santa Barbara",Tepeyac Taquitos,"201 W Carrillo St, Santa Barbara",< $10,2011-01,2011-05
"Nicky D’s Wood-Fired Pizza_2840 De La Vina St, Santa Barbara",Nicky D’s Wood-Fired Pizza,"2840 De La Vina St, Santa Barbara",$10 - $20,2011-01,2018-06
"Petrini's - Goleta_5711 Calle Real, Goleta",Petrini's - Goleta,"5711 Calle Real, Goleta",$10 - $20,2011-01,2016-08
"Spudnuts - Goleta_5718 Hollister Ave, Goleta",Spudnuts - Goleta,"5718 Hollister Ave, Goleta",< $10,2011-01,NA
"Killer B BBQ and Bar_718 State St, Santa Barbara",Killer B BBQ and Bar,"718 State St, Santa Barbara",$10 - $20,2011-01,2015-05
Sunnyside Market & Deli_436 E. Gutierrez St,Sunnyside Market & Deli,436 E. Gutierrez St,< $10,2010-12,2014-03
"Backyard Bowls - Goleta_5668 Calle Real, Goleta",Backyard Bowls - Goleta,"5668 Calle Real, Goleta",< $10,2010-11,NA
"Cafe Zoma_7127 Hollister Ave, Goleta",Cafe Zoma,"7127 Hollister Ave, Goleta",NA,2010-11,2011-12
"Chipotle - Goleta_270 S. Storke Rd, Goleta",Chipotle - Goleta,"270 S. Storke Rd, Goleta",< $10,2010-11,NA
"Your Cake Baker by Wayne Kjar_2018 Cliff Dr, Santa Barbara",Your Cake Baker by Wayne Kjar,"2018 Cliff Dr, Santa Barbara",NA,2010-11,2018-12
"Dirty's_6521 Pardall Rd, Isla Vista",Dirty's,"6521 Pardall Rd, Isla Vista",< $10,2010-11,2010-11
"Whodidily_811 State St, Santa Barbara",Whodidily,"811 State St, Santa Barbara",NA,2010-11,2011-04
"South Coast Deli - Carrillo St_10 E. Carrillo St, Santa Barbara",South Coast Deli - Carrillo St,"10 E. Carrillo St, Santa Barbara",< $10,2010-11,NA
"TAP Thai Restaurant_3130 State St, Santa Barbara",TAP Thai Restaurant,"3130 State St, Santa Barbara",$10 - $20,2010-10,NA
"Kingston’s Candy Company_3415 State St, Santa Barbara",Kingston’s Candy Company,"3415 State St, Santa Barbara",NA,2010-10,2012-09
"Coffee Collaborative_6560 Pardall Rd, Isla Vista",Coffee Collaborative,"6560 Pardall Rd, Isla Vista",NA,2010-10,NA
"EpicBowl_819 State St, Santa Barbara",EpicBowl,"819 State St, Santa Barbara",< $10,2010-10,2012-10
"Sweet Tooth_6549 Pardall Rd, Isla Vista",Sweet Tooth,"6549 Pardall Rd, Isla Vista",< $10,2010-10,2011-06
"Subway - Five Points_3967 State St, Santa Barbara",Subway - Five Points,"3967 State St, Santa Barbara",< $10,2010-10,NA
"Miss Saigon Grill and Lounge_424 State St, Santa Barbara",Miss Saigon Grill and Lounge,"424 State St, Santa Barbara",$10 - $20,2010-09,2010-12
"Mama Lu_415 N. Milpas St, Santa Barbara",Mama Lu,"415 N. Milpas St, Santa Barbara",< $10,2010-09,2015-12
"Las Palmeras_432 E. Haley St, Santa Barbara",Las Palmeras,"432 E. Haley St, Santa Barbara",< $10,2010-09,2013-11
"Arch Rock Fish_608 Anacapa St, Santa Barbara",Arch Rock Fish,"608 Anacapa St, Santa Barbara",$20+,2010-09,2015-09
"The Blue Owl at Zen Yai_425 State St, Santa Barbara",The Blue Owl at Zen Yai,"425 State St, Santa Barbara",< $10,2010-09,2012-07
"City Market Tacos to Go_5292 Carpinteria Ave, Carpinteria",City Market Tacos to Go,"5292 Carpinteria Ave, Carpinteria",< $10,2010-09,NA
"Kogilicious_956 Embarcadero Del Norte, Isla Vista",Kogilicious,"956 Embarcadero Del Norte, Isla Vista",< $10,2010-08,2015-11
"Flaming Grill_6558 Pardall Rd, Isla Vista",Flaming Grill,"6558 Pardall Rd, Isla Vista",< $10,2010-08,2011-08
"Yo a Lot_7127 Hollister Ave, Goleta",Yo a Lot,"7127 Hollister Ave, Goleta",NA,2010-08,2015-05
"Roll a Lot_7127 Hollister Ave, Goleta",Roll a Lot,"7127 Hollister Ave, Goleta",< $10,2010-08,2015-05
"Savoy Cafe & Deli_24 W. Figueroa St, Santa Barbara",Savoy Cafe & Deli,"24 W. Figueroa St, Santa Barbara",< $10,2010-08,NA
Mobile Cafe_Mobile - see web site for locations,Mobile Cafe,Mobile - see web site for locations,< $10,2010-08,NA
"Lam's Vietnamese BBQ and Sandwiches_424 State St, Santa Barbara",Lam's Vietnamese BBQ and Sandwiches,"424 State St, Santa Barbara",$10 - $20,2010-07,2010-09
"TonyRay's Restaurant & Cantina_731 De la Guerra Plaza, Santa Barbara",TonyRay's Restaurant & Cantina,"731 De la Guerra Plaza, Santa Barbara",$10 - $20,2010-07,2012-01
"Farmers Market - Thursday (Goleta, Camino Real Marketplace)_7000 Camino Real Marketplace, Goleta","Farmers Market - Thursday (Goleta, Camino Real Marketplace)","7000 Camino Real Marketplace, Goleta",NA,2010-07,NA
"Olio Pizzeria_11 W. Victoria St, Santa Barbara",Olio Pizzeria,"11 W. Victoria St, Santa Barbara",$10 - $20,2010-07,NA
"Woody's Roundup Bar & Grill at Earl Warren Showgrounds_3400 Calle Real, Santa Barbara",Woody's Roundup Bar & Grill at Earl Warren Showgrounds,"3400 Calle Real, Santa Barbara",$10 - $20,2010-07,2011-10
"Mac's Fish & Chip Shop_503 State St, Santa Barbara",Mac's Fish & Chip Shop,"503 State St, Santa Barbara",< $10,2010-06,2016-11
"Bay Roadhouse Bar & Grill_202 State St, Santa Barbara",Bay Roadhouse Bar & Grill,"202 State St, Santa Barbara",$10 - $20,2010-06,2014-12
"Cafe Zoma_918 State St, Santa Barbara",Cafe Zoma,"918 State St, Santa Barbara",NA,2010-05,2012-09
"Billies_413 State St, Santa Barbara",Billies,"413 State St, Santa Barbara",< $10,2010-05,2011-02
"Kozmo's_718 State St, Santa Barbara",Kozmo's,"718 State St, Santa Barbara",< $10,2010-04,2010-11
"Las Aves Cafe_2220 Bath St, Santa Barbara",Las Aves Cafe,"2220 Bath St, Santa Barbara",$10 - $20,2010-04,2015-02
"Panino - Santa Ynez_3569 Sagunto St, Santa Ynez",Panino - Santa Ynez,"3569 Sagunto St, Santa Ynez",< $10,2010-04,NA
"On The Side_6521 Pardall Rd, Isla Vista",On The Side,"6521 Pardall Rd, Isla Vista",< $10,2010-03,2010-09
"HobNob Tavern_21 W. Victoria St, Santa Barbara",HobNob Tavern,"21 W. Victoria St, Santa Barbara",$10 - $20,2010-03,2011-06
"Saigon - Five Points_3987 State St, Santa Barbara",Saigon - Five Points,"3987 State St, Santa Barbara",< $10,2010-02,NA
"India House_418 State St, Santa Barbara",India House,"418 State St, Santa Barbara",$10 - $20,2010-02,2016-08
"Chino's Rock & Tacos_6530 Pardall Rd, Isla Vista",Chino's Rock & Tacos,"6530 Pardall Rd, Isla Vista",< $10,2010-01,2012-05
"Simply Pies_5392 Hollister Ave, Goleta",Simply Pies,"5392 Hollister Ave, Goleta",< $10,2010-01,2015-08
"Taqueria el Refugio_730 N. Milpas St, Santa Barbara",Taqueria el Refugio,"730 N. Milpas St, Santa Barbara",< $10,2010-01,2012-08
"Nugget - Goleta_5685 Calle Real, Goleta",Nugget - Goleta,"5685 Calle Real, Goleta",$10 - $20,2009-12,NA
"China Palace_1070 Coast Village Rd, Montecito",China Palace,"1070 Coast Village Rd, Montecito",$10 - $20,2009-12,NA
"Ultimate Bagels_1226 State St, Santa Barbara",Ultimate Bagels,"1226 State St, Santa Barbara",< $10,2009-11,2012-04
"Wine Cask_813 Anacapa St, Santa Barbara",Wine Cask,"813 Anacapa St, Santa Barbara",$20+,2009-11,NA
"Bella Dolce Bakery_113 W. De la Guerra St, Santa Barbara",Bella Dolce Bakery,"113 W. De la Guerra St, Santa Barbara",NA,2009-11,2010-10
"Whole Foods Market_3761 State St, Santa Barbara",Whole Foods Market,"3761 State St, Santa Barbara",NA,2009-10,NA
"Dogtown_888 Embarcadero del Norte, Isla Vista",Dogtown,"888 Embarcadero del Norte, Isla Vista",< $10,2009-10,2012-07
"Sweet Alley_7034 Marketplace Dr, Goleta",Sweet Alley,"7034 Marketplace Dr, Goleta",NA,2009-10,2011-11
"Renaud's Patisserie & Bistro - Downtown_1324 State St, Santa Barbara",Renaud's Patisserie & Bistro - Downtown,"1324 State St, Santa Barbara",$10 - $20,2009-10,NA
"Los Tarascos - Goleta_5915B Calle Real, Goleta",Los Tarascos - Goleta,"5915B Calle Real, Goleta",< $10,2009-10,2015-03
"Three Pickles - Goleta_420 S. Fairview Ave, Goleta",Three Pickles - Goleta,"420 S. Fairview Ave, Goleta",< $10,2009-10,NA
"South Pacific Coffee_7398 Calle Real, Goleta",South Pacific Coffee,"7398 Calle Real, Goleta",NA,2009-09,2012-05
"Jitters Coffee_728 State St, Santa Barbara",Jitters Coffee,"728 State St, Santa Barbara",NA,2009-09,2012-07
"California Crisp_718 State St, Santa Barbara",California Crisp,"718 State St, Santa Barbara",< $10,2009-09,2010-04
"Sushilicious_956 Embarcadero Del Norte, Isla Vista",Sushilicious,"956 Embarcadero Del Norte, Isla Vista",< $10,2009-08,2010-08
"Pastavino_6920 Marketplace Dr, Goleta",Pastavino,"6920 Marketplace Dr, Goleta",$10 - $20,2009-08,2013-08
"Union Ale Brewing Co._214 State St, Santa Barbara",Union Ale Brewing Co.,"214 State St, Santa Barbara",$10 - $20,2009-08,2016-01
"Holdren's Grill_6920 Marketplace Dr, Goleta",Holdren's Grill,"6920 Marketplace Dr, Goleta",$10 - $20,2009-07,2014-05
"Pasta House_6546 Pardall Rd, Isla Vista",Pasta House,"6546 Pardall Rd, Isla Vista",< $10,2009-07,2013-04
"Saigon - 424 State_424 State St, Santa Barbara",Saigon - 424 State,"424 State St, Santa Barbara",$10 - $20,2009-07,2010-05
"French Press - State St_1101 State St, Santa Barbara",French Press - State St,"1101 State St, Santa Barbara",NA,2009-07,NA
"Creekside Grill_4444 Hollister Ave, Goleta",Creekside Grill,"4444 Hollister Ave, Goleta",< $10,2009-07,2010-03
"Chino's Rock & Tacos_714 State St, Santa Barbara",Chino's Rock & Tacos,"714 State St, Santa Barbara",< $10,2009-06,2010-12
"YoYumYum - Goleta_5915A Calle Real, Goleta",YoYumYum - Goleta,"5915A Calle Real, Goleta",NA,2009-06,2014-01
"Yogurtland - Downtown_621 State St, Santa Barbara",Yogurtland - Downtown,"621 State St, Santa Barbara",NA,2009-05,NA
"Mediterra Cafe & Market_5575 Hollister Ave, Goleta",Mediterra Cafe & Market,"5575 Hollister Ave, Goleta",< $10,2009-05,2013-07
"Petros - Los Olivos_2860 Grand Ave, Los Olivos",Petros - Los Olivos,"2860 Grand Ave, Los Olivos",$10 - $20,2009-05,2017-01
Burger Bus_Mobile - see web site for locations,Burger Bus,Mobile - see web site for locations,< $10,2009-05,2017-06
"Hayloft Grill inside Maverick Saloon_3687 Sagunto St, Santa Ynez",Hayloft Grill inside Maverick Saloon,"3687 Sagunto St, Santa Ynez",< $10,2009-05,NA
"European Deli & Market_4422 Hollister Ave, Goleta",European Deli & Market,"4422 Hollister Ave, Goleta",< $10,2009-04,NA
"Hummingbird Cafe_1101 State St, Santa Barbara",Hummingbird Cafe,"1101 State St, Santa Barbara",< $10,2009-04,2009-06
"Root 246_420 Alisal Rd, Solvang",Root 246,"420 Alisal Rd, Solvang",$20+,2009-04,NA
"Blush Restaurant and Lounge_630 State St, Santa Barbara",Blush Restaurant and Lounge,"630 State St, Santa Barbara",$20+,2009-04,2017-04
"Red Mango - Five Points_3967 State St, Santa Barbara",Red Mango - Five Points,"3967 State St, Santa Barbara",NA,2009-04,2009-12
"Enjoy Cupcakes_2971 Grand Ave, Los Olivos",Enjoy Cupcakes,"2971 Grand Ave, Los Olivos",NA,2009-04,NA
"Live Culture_11 W. De la Guerra St, Santa Barbara",Live Culture,"11 W. De la Guerra St, Santa Barbara",NA,2009-03,2011-02
"Giovanni's - Mesa_1905 Cliff Dr, Santa Barbara",Giovanni's - Mesa,"1905 Cliff Dr, Santa Barbara",$10 - $20,2009-03,2019-07
"China Express_414 N. Milpas St, Santa Barbara",China Express,"414 N. Milpas St, Santa Barbara",< $10,2009-03,2010-09
"Hot Spots_36 State St, Santa Barbara",Hot Spots,"36 State St, Santa Barbara",NA,2009-03,2014-10
"Sweet Alley_955 Embarcadero del Mar, Isla Vista",Sweet Alley,"955 Embarcadero del Mar, Isla Vista",NA,2009-02,2019-06
"Barbecue Company_3807 Santa Claus Ln, Carpinteria",Barbecue Company,"3807 Santa Claus Ln, Carpinteria",$10 - $20,2009-02,2015-07
"Dos Carlitos_3544 Sagunto St, Santa Ynez",Dos Carlitos,"3544 Sagunto St, Santa Ynez",$10 - $20,2009-01,NA
"La Chiripita Taqueria_730 N. Milpas St, Santa Barbara",La Chiripita Taqueria,"730 N. Milpas St, Santa Barbara",< $10,2009-01,2010-01
"Zizzo's Coffee_370 Storke Rd, Goleta",Zizzo's Coffee,"370 Storke Rd, Goleta",NA,2009-01,NA
"Cantwell's Cafe & Deli_24 W. Figueroa St, Santa Barbara",Cantwell's Cafe & Deli,"24 W. Figueroa St, Santa Barbara",NA,2009-01,2010-08
"Caje_948 Embarcadero del Norte, Isla Vista",Caje,"948 Embarcadero del Norte, Isla Vista",NA,2009-01,NA
"Carl's Jr - Carpinteria_4610 Carpinteria Ave, Carpinteria",Carl's Jr - Carpinteria,"4610 Carpinteria Ave, Carpinteria",< $10,2009-01,NA
"Hotcookie.com_2018 Cliff Dr, Santa Barbara",Hotcookie.com,"2018 Cliff Dr, Santa Barbara",NA,2009-01,2010-04
"Pinkberry_742 State St, Santa Barbara",Pinkberry,"742 State St, Santa Barbara",NA,2009-01,2018-09
"Melting Pot_608 Anacapa St, Santa Barbara",Melting Pot,"608 Anacapa St, Santa Barbara",NA,2009-01,2010-01
"Sushi 7_1026-A Coast Village Rd, Montecito",Sushi 7,"1026-A Coast Village Rd, Montecito",$10 - $20,2008-12,2009-03
"Grapevine Fine Food Market_126 E. Canon Perdido St, Santa Barbara",Grapevine Fine Food Market,"126 E. Canon Perdido St, Santa Barbara",NA,2008-12,2009-12
"Pattaya Bar & Grill_5918 Hollister Ave, Goleta",Pattaya Bar & Grill,"5918 Hollister Ave, Goleta",$10 - $20,2008-11,NA
"Silvergreens - Downtown_791 Chapala St, Santa Barbara",Silvergreens - Downtown,"791 Chapala St, Santa Barbara",< $10,2008-11,2017-04
"Backyard Bowls - Downtown_331 Motor Way, Santa Barbara",Backyard Bowls - Downtown,"331 Motor Way, Santa Barbara",< $10,2008-11,NA
"Peet's Coffee - 1131 State St_1131 State St, Santa Barbara",Peet's Coffee - 1131 State St,"1131 State St, Santa Barbara",NA,2008-11,2018-05
"Jungle George Grill_5722 Calle Real, Goleta",Jungle George Grill,"5722 Calle Real, Goleta",< $10,2008-11,2012-03
"Jane - Downtown_1311 State St, Santa Barbara",Jane - Downtown,"1311 State St, Santa Barbara",$10 - $20,2008-11,NA
"Korean BBQ House_956 Embarcadero Del Norte, Isla Vista",Korean BBQ House,"956 Embarcadero Del Norte, Isla Vista",< $10,2008-11,2010-08
"Cafe Int'L - Isla Vista_6578 Trigo Rd, Isla Vista",Cafe Int'L - Isla Vista,"6578 Trigo Rd, Isla Vista",< $10,2008-10,2013-10
"Jeannine's Bakery - Figueroa_15 E. Figueroa St, Santa Barbara",Jeannine's Bakery - Figueroa,"15 E. Figueroa St, Santa Barbara",NA,2008-09,NA
"The Habit - La Cumbre_3890 La Cumbre Plaza Ln, Santa Barbara",The Habit - La Cumbre,"3890 La Cumbre Plaza Ln, Santa Barbara",< $10,2008-09,NA
"Museum Cafe_1130 State St, Santa Barbara",Museum Cafe,"1130 State St, Santa Barbara",$10 - $20,2008-09,2014-01
"Los Agaves - Milpas_600 N. Milpas St, Santa Barbara",Los Agaves - Milpas,"600 N. Milpas St, Santa Barbara",< $10,2008-09,NA
"YoYumYum - Carpinteria_1005 Casitas Pass Rd, Carpinteria",YoYumYum - Carpinteria,"1005 Casitas Pass Rd, Carpinteria",NA,2008-09,NA
"Julienne_138 E. Canon Perdido St, Santa Barbara",Julienne,"138 E. Canon Perdido St, Santa Barbara",$20+,2008-08,2016-11
"Sly's_686 Linden Ave, Carpinteria",Sly's,"686 Linden Ave, Carpinteria",$20+,2008-08,2018-09
"Boathouse_2981 Cliff Dr, Santa Barbara",Boathouse,"2981 Cliff Dr, Santa Barbara",$20+,2008-08,NA
"Taqueria La Colmena_217 N. Milpas St, Santa Barbara",Taqueria La Colmena,"217 N. Milpas St, Santa Barbara",< $10,2008-08,2017-10
"Esau's Cafe - Downtown_721 Chapala St, Santa Barbara",Esau's Cafe - Downtown,"721 Chapala St, Santa Barbara",$10 - $20,2008-08,2015-05
"Kobachi Izakaya Dining_4141 State St, Santa Barbara",Kobachi Izakaya Dining,"4141 State St, Santa Barbara",$10 - $20,2008-08,2012-01
"Whodidily_1150 Coast Village Rd, Montecito",Whodidily,"1150 Coast Village Rd, Montecito",NA,2008-08,2011-12
"Fresh Start_6558 Pardall Rd, Isla Vista",Fresh Start,"6558 Pardall Rd, Isla Vista",< $10,2008-07,2010-01
"Brummis - The German Taste_3130 State St, Santa Barbara",Brummis - The German Taste,"3130 State St, Santa Barbara",$10 - $20,2008-07,2014-03
"Pita Inn_3807 Santa Claus Ln, Carpinteria",Pita Inn,"3807 Santa Claus Ln, Carpinteria",< $10,2008-07,2008-08
"Meun Fan Thai Cafe - Mesa_1819 Cliff Dr, Santa Barbara",Meun Fan Thai Cafe - Mesa,"1819 Cliff Dr, Santa Barbara",< $10,2008-07,NA
"Cantwell's Summerland Market_2580 Lillie Ave, Summerland",Cantwell's Summerland Market,"2580 Lillie Ave, Summerland",< $10,2008-07,2017-11
"Saigon - Downtown_1230A State St, Santa Barbara",Saigon - Downtown,"1230A State St, Santa Barbara",$10 - $20,2008-06,NA
"Saffron_113 W. De La Guerra St, Santa Barbara",Saffron,"113 W. De La Guerra St, Santa Barbara",$10 - $20,2008-06,2009-01
"Subway - 1021A State_1021A State St, Santa Barbara",Subway - 1021A State,"1021A State St, Santa Barbara",< $10,2008-06,NA
"Fresco Cafe North_5940 Calle Real, Goleta",Fresco Cafe North,"5940 Calle Real, Goleta",$10 - $20,2008-05,2015-07
"Scotch Bonnet_428 Chapala St, Santa Barbara",Scotch Bonnet,"428 Chapala St, Santa Barbara",$20+,2008-05,2008-09
"Spoon_1222 State St, Santa Barbara",Spoon,"1222 State St, Santa Barbara",NA,2008-04,2018-12
"Corktree Cellars Wine Bar & Bistro_910 Linden Ave, Carpinteria",Corktree Cellars Wine Bar & Bistro,"910 Linden Ave, Carpinteria",< $10,2008-04,NA
"Kahuna Grill - Paseo Nuevo_12 De La Guerra Pl, Santa Barbara",Kahuna Grill - Paseo Nuevo,"12 De La Guerra Pl, Santa Barbara",< $10,2008-04,2014-11
"Matador_714 State St, Santa Barbara",Matador,"714 State St, Santa Barbara",$10 - $20,2008-04,2008-12
"Encina Cafe & Cocktails_2220 Bath St, Santa Barbara",Encina Cafe & Cocktails,"2220 Bath St, Santa Barbara",$10 - $20,2008-03,2010-04
"Einstein Bros Bagels_7127 Hollister Ave, Goleta",Einstein Bros Bagels,"7127 Hollister Ave, Goleta",NA,2008-03,2009-11
"Crushcakes & Cafe - Santa Barbara_1315 Anacapa St, Santa Barbara",Crushcakes & Cafe - Santa Barbara,"1315 Anacapa St, Santa Barbara",< $10,2008-02,NA
"South Coast Deli - Chapala St_1436 Chapala St, Santa Barbara",South Coast Deli - Chapala St,"1436 Chapala St, Santa Barbara",< $10,2008-02,NA
"The Cheese Shop_811 State St, Santa Barbara",The Cheese Shop,"811 State St, Santa Barbara",NA,2008-02,2010-08
"Pavilion Garden_414 N. Milpas St, Santa Barbara",Pavilion Garden,"414 N. Milpas St, Santa Barbara",$10 - $20,2008-02,2009-02
"Wahoo's Fish Taco_511 State St, Santa Barbara",Wahoo's Fish Taco,"511 State St, Santa Barbara",< $10,2008-02,2014-01
"Renaud's Patisserie & Bistro - Upper State_3315 State St, Santa Barbara",Renaud's Patisserie & Bistro - Upper State,"3315 State St, Santa Barbara",< $10,2008-01,NA
"Coast Restaurant & Bar_31 W. Carrillo St, Santa Barbara",Coast Restaurant & Bar,"31 W. Carrillo St, Santa Barbara",$10 - $20,2008-01,2013-04
"Marmalade Cafe_3825 State St, Santa Barbara",Marmalade Cafe,"3825 State St, Santa Barbara",$10 - $20,2007-12,2015-12
"Seagrass_30 E. Ortega St, Santa Barbara",Seagrass,"30 E. Ortega St, Santa Barbara",$20+,2007-12,2016-04
"Sesto Senso Ristorante_1026 Coast Village Rd, Montecito",Sesto Senso Ristorante,"1026 Coast Village Rd, Montecito",$10 - $20,2007-12,2008-11
"Ruth's Chris Steak House_3815 State St, Santa Barbara",Ruth's Chris Steak House,"3815 State St, Santa Barbara",$20+,2007-11,2011-06
